CustomerID,Contract,"Payment Method","Tenure Months","Total Revenue",Gender,Age,"Internet Type","Customer Status","Churn Category"
8224-UAXBZ,"One year","Electronic check",58,2536.02,Female,55,DSL,Stayed,
2995-YWTCD,"Two year","Bank transfer (automatic)",19,1067.72,Female,20,None,Stayed,
9589-ABEPT,"Two year","Mailed check",69,6673.07,Male,47,"Fiber Optic",Stayed,
3662-FXJFO,"Two year","Mailed check",54,1620.52,Female,44,None,Stayed,
6897-UUBNU,Month-to-month,"Mailed check",29,3008.33,Male,39,"Fiber Optic",Stayed,
5685-IIXLY,Month-to-month,"Electronic check",5,414.76,Female,54,"Fiber Optic",Churned,Competitor
2079-FBMZK,Month-to-month,"Mailed check",6,654.56,Female,50,"Fiber Optic",Churned,Competitor
7603-USHJS,Month-to-month,"Credit card (automatic)",12,1050.92,Male,27,"Fiber Optic",Churned,Attitude
6713-OKOMC,Month-to-month,"Mailed check",10,301.9,Female,42,DSL,Stayed,
6572-ADKRS,Month-to-month,"Credit card (automatic)",46,5500.54,Female,19,"Fiber Optic",Stayed,
6168-YBYNP,Month-to-month,"Electronic check",59,9358.83,Male,19,"Fiber Optic",Stayed,
2181-UAESM,Month-to-month,"Electronic check",2,144.68,Male,30,Cable,Joined,
5168-MQQCA,"One year","Bank transfer (automatic)",72,10771.48,Female,50,"Fiber Optic",Stayed,
1140-UKVZG,Month-to-month,"Mailed check",17,605.47,Female,64,None,Stayed,
9650-VBUOG,"Two year","Credit card (automatic)",38,2221.75,Male,44,None,Stayed,
9637-CDTKZ,"Two year","Credit card (automatic)",72,9761.84,Male,64,"Fiber Optic",Stayed,
7459-IMVYU,Month-to-month,"Electronic check",38,3811.55,Male,51,DSL,Stayed,
4967-WPNCF,"Two year","Bank transfer (automatic)",72,4464.8,Male,36,Cable,Stayed,
0310-SUCIN,"One year","Bank transfer (automatic)",71,7683.36,Female,50,Cable,Stayed,
4465-VDKIQ,Month-to-month,"Electronic check",18,1687.58,Female,61,"Fiber Optic",Stayed,
8573-JGCZW,"One year","Bank transfer (automatic)",17,1163.98,Male,27,None,Stayed,
9054-FOWNV,Month-to-month,"Electronic check",22,2135.73,Male,53,"Fiber Optic",Stayed,
2789-CZANW,"Two year","Bank transfer (automatic)",64,8351.54,Female,49,"Fiber Optic",Stayed,
1850-AKQEP,Month-to-month,"Mailed check",8,293.66,Male,61,None,Stayed,
0626-QXNGV,"Two year","Credit card (automatic)",72,4511.01,Female,55,None,Stayed,
1600-DILPE,Month-to-month,"Bank transfer (automatic)",12,957.67,Female,47,DSL,Stayed,
0254-FNMCI,"Two year","Electronic check",72,10641.72,Female,19,"Fiber Optic",Stayed,
8807-OPMBM,"Two year","Credit card (automatic)",55,1467.2,Female,36,None,Stayed,
0580-PIQHM,"One year","Bank transfer (automatic)",41,4534.48,Female,21,"Fiber Optic",Stayed,
0487-VVUVK,Month-to-month,"Mailed check",25,954.85,Male,49,None,Stayed,
9500-WBGRP,"Two year","Mailed check",69,4200.66,Male,19,None,Stayed,
2959-FENLU,Month-to-month,"Credit card (automatic)",9,1226.82,Female,64,"Fiber Optic",Stayed,
6368-TZZDT,"Two year","Credit card (automatic)",4,111.13,Male,62,None,Stayed,
8317-BVKSO,Month-to-month,"Electronic check",14,427.96,Male,27,None,Stayed,
9796-MVYXX,"Two year","Mailed check",14,692.35,Female,75,DSL,Stayed,
9391-DXGGG,"One year","Credit card (automatic)",44,5547.91,Female,70,"Fiber Optic",Stayed,
1309-XGFSN,"One year","Electronic check",52,4445.63,Male,72,DSL,Stayed,
2851-STERV,"One year","Electronic check",35,2577.65,Male,79,DSL,Stayed,
6435-VWCCY,"Two year","Credit card (automatic)",65,7732.5,Male,71,"Fiber Optic",Stayed,
6551-GNYDG,Month-to-month,"Bank transfer (automatic)",14,1715.88,Female,33,"Fiber Optic",Stayed,
9323-HGFWY,"One year","Credit card (automatic)",27,3221.69,Female,55,"Fiber Optic",Stayed,
7605-BDWDC,"Two year","Bank transfer (automatic)",31,1520.1,Female,35,DSL,Stayed,
4104-PVRPS,Month-to-month,"Mailed check",24,1459.83,Male,56,Cable,Stayed,
3552-CTCYF,"Two year","Bank transfer (automatic)",63,9163.24,Male,42,"Fiber Optic",Stayed,
2501-XWWTZ,Month-to-month,"Electronic check",11,771.16,Male,51,"Fiber Optic",Stayed,
6621-YOBKI,Month-to-month,"Mailed check",5,251.65,Male,46,None,Stayed,
4079-WWQQQ,"Two year","Bank transfer (automatic)",72,4807.45,Male,45,Cable,Stayed,
7649-SIJJF,"Two year","Mailed check",71,6364.27,Male,36,DSL,Stayed,
5334-JLAXU,Month-to-month,"Credit card (automatic)",60,6408.3,Female,44,"Fiber Optic",Stayed,
0668-OGMHD,Month-to-month,"Electronic check",21,629.35,Female,20,DSL,Stayed,
1970-KKFWL,"Two year","Bank transfer (automatic)",35,1025.3,Female,38,None,Stayed,
0743-HNPFG,"One year","Credit card (automatic)",51,4477.95,Female,50,DSL,Stayed,
8345-MVDYC,"Two year","Bank transfer (automatic)",45,5301.25,Female,57,DSL,Stayed,
8735-NBLWT,Month-to-month,"Mailed check",9,596.57,Male,34,None,Stayed,
2916-BQZLN,Month-to-month,"Electronic check",19,1819.55,Male,29,"Fiber Optic",Stayed,
6506-EYCNH,Month-to-month,"Bank transfer (automatic)",28,987.6,Female,27,None,Stayed,
3569-JFODW,"Two year","Credit card (automatic)",72,9939.97,Female,20,DSL,Stayed,
5789-LDFXO,"One year","Electronic check",24,1728.57,Male,60,None,Stayed,
5701-SVCWR,Month-to-month,"Mailed check",1,56.95,Female,45,None,Joined,
4054-CUMIA,Month-to-month,"Mailed check",18,1039.87,Female,29,None,Stayed,
5214-NLTIT,"Two year","Credit card (automatic)",72,8278.2,Male,22,"Fiber Optic",Stayed,
3486-HOOGQ,"Two year","Bank transfer (automatic)",70,6328.5,Female,44,DSL,Stayed,
6122-LJADA,"Two year","Credit card (automatic)",70,6412.05,Male,31,Cable,Stayed,
8849-AYPTR,Month-to-month,"Electronic check",33,3978.45,Male,55,"Fiber Optic",Stayed,
3807-BPOMJ,"One year","Electronic check",55,6647.25,Female,59,"Fiber Optic",Stayed,
8144-DGHXP,"Two year","Electronic check",54,6420.67,Female,46,DSL,Stayed,
7269-JISCY,"One year","Bank transfer (automatic)",55,4310.6,Female,48,DSL,Stayed,
2282-YGNOR,"One year","Credit card (automatic)",29,2153.84,Female,42,DSL,Stayed,
7753-USQYQ,"One year","Electronic check",55,5148.05,Male,47,Cable,Stayed,
8859-YSTWS,"One year","Bank transfer (automatic)",48,1533.46,Male,43,None,Stayed,
0489-WMEMG,"One year","Electronic check",23,1713.9,Female,61,Cable,Stayed,
2676-ISHSF,Month-to-month,"Mailed check",1,49.49,Male,22,None,Joined,
1094-BKOSX,"One year","Bank transfer (automatic)",45,2264.5,Female,52,Cable,Stayed,
6340-DACFT,"Two year","Credit card (automatic)",50,1576.75,Female,37,None,Stayed,
3508-CFVZL,"Two year","Mailed check",71,11501.82,Female,55,"Fiber Optic",Stayed,
3295-YVUSR,Month-to-month,"Mailed check",2,184.68,Male,73,"Fiber Optic",Joined,
4119-ZYPZY,"Two year","Electronic check",71,10094,Male,67,"Fiber Optic",Stayed,
0666-UXTJO,Month-to-month,"Credit card (automatic)",34,3882.89,Male,80,"Fiber Optic",Stayed,
1555-DJEQW,"Two year","Bank transfer (automatic)",70,8849.96,Female,21,"Fiber Optic",Churned,Price
0940-OUQEC,Month-to-month,"Bank transfer (automatic)",10,971.08,Male,54,"Fiber Optic",Churned,Competitor
9863-JZAIC,Month-to-month,"Mailed check",35,3723.1,Male,60,Cable,Churned,Other
7554-NEWDD,"Two year","Bank transfer (automatic)",10,572.6,Male,44,None,Stayed,
9577-WJVCQ,Month-to-month,"Mailed check",68,4048.15,Female,24,DSL,Stayed,
5149-CUZUJ,"One year","Bank transfer (automatic)",28,3533.87,Male,35,"Fiber Optic",Stayed,
7408-OFWXJ,"Two year","Credit card (automatic)",72,9744.69,Female,23,DSL,Stayed,
5562-BETPV,"One year","Mailed check",1,43.06,Male,21,None,Joined,
4115-UMJFQ,"One year","Bank transfer (automatic)",69,2642.25,Male,37,DSL,Stayed,
3946-JEWRQ,"One year","Credit card (automatic)",47,5626.71,Male,21,"Fiber Optic",Stayed,
3977-QCRSL,Month-to-month,"Mailed check",5,134.8,Female,30,None,Stayed,
3546-GHEAE,"Two year","Mailed check",7,231.36,Male,29,None,Stayed,
8402-EIVQS,"One year","Credit card (automatic)",67,8837.62,Male,40,"Fiber Optic",Stayed,
7299-GNVPL,Month-to-month,"Mailed check",23,2563.37,Female,19,"Fiber Optic",Stayed,
9114-AAFQH,"One year","Electronic check",48,5488.89,Female,27,DSL,Stayed,
5056-FIMPT,"One year","Credit card (automatic)",43,5100.47,Female,47,"Fiber Optic",Stayed,
5148-ORICT,"Two year","Mailed check",64,5913.47,Female,23,Cable,Stayed,
6568-POCUI,"Two year","Credit card (automatic)",45,6452.75,Female,51,"Fiber Optic",Stayed,
3785-KTYSH,"Two year","Mailed check",53,3051.8,Male,24,None,Stayed,
2018-PZKMU,Month-to-month,"Electronic check",9,1351.16,Male,32,"Fiber Optic",Stayed,
8590-OHDIW,"One year","Mailed check",38,2422.86,Female,52,None,Stayed,
5404-GGUKR,Month-to-month,"Electronic check",5,348.1,Male,39,DSL,Stayed,
9938-TKDGL,"Two year","Electronic check",68,9303,Male,38,"Fiber Optic",Stayed,
2582-FFFZR,Month-to-month,"Electronic check",22,1073.3,Female,34,DSL,Stayed,
0265-PSUAE,Month-to-month,"Bank transfer (automatic)",16,1959.02,Female,57,"Fiber Optic",Stayed,
5760-FXFVO,Month-to-month,"Electronic check",6,672.07,Male,55,"Fiber Optic",Stayed,
9200-NLNPD,"One year","Bank transfer (automatic)",56,2999.8,Male,20,DSL,Stayed,
1215-EXRMO,"Two year","Mailed check",50,3413.15,Male,32,None,Stayed,
7074-STDCN,Month-to-month,"Electronic check",39,1494.5,Male,25,Cable,Stayed,
2676-SSLTO,"Two year","Bank transfer (automatic)",49,4069.73,Male,49,DSL,Stayed,
7245-JMTTQ,"One year","Electronic check",51,7936.54,Female,19,"Fiber Optic",Stayed,
6537-OTKMY,"One year","Electronic check",15,655.65,Male,52,DSL,Stayed,
3407-QGWLG,Month-to-month,"Mailed check",3,189,Male,23,None,Joined,
7315-WYOAW,Month-to-month,"Electronic check",13,2010.84,Male,29,"Fiber Optic",Stayed,
6508-NJYRO,"One year","Mailed check",15,509,Male,36,None,Stayed,
8495-PRWFH,Month-to-month,"Electronic check",42,3555.75,Female,66,Cable,Stayed,
2082-CEFLT,Month-to-month,"Electronic check",1,57.33,Male,31,DSL,Churned,Competitor
3090-HAWSU,"Two year","Credit card (automatic)",61,7353.07,Male,44,"Fiber Optic",Churned,Competitor
4622-YNKIJ,"Two year","Electronic check",33,4599.77,Male,59,"Fiber Optic",Stayed,
3597-MVHJT,Month-to-month,"Bank transfer (automatic)",27,3544.84,Female,49,"Fiber Optic",Stayed,
1410-RSCMR,Month-to-month,"Credit card (automatic)",7,865.61,Male,47,Cable,Stayed,
7771-ZONAT,"Two year","Bank transfer (automatic)",22,1304.85,Male,62,DSL,Stayed,
7684-XSZIY,"Two year","Bank transfer (automatic)",72,3113.49,Male,53,None,Stayed,
3498-LZGQZ,"Two year","Mailed check",63,3073.35,Male,59,None,Stayed,
6518-KZXCB,"Two year","Mailed check",22,671.88,Male,61,None,Stayed,
5327-CNLUQ,"Two year","Bank transfer (automatic)",48,4766.25,Male,33,"Fiber Optic",Stayed,
7416-CKTEP,"Two year","Bank transfer (automatic)",57,2461.21,Female,54,None,Stayed,
3750-YHRYO,"One year","Mailed check",7,297.63,Male,64,None,Stayed,
3521-HTQTV,"Two year","Bank transfer (automatic)",34,1676.33,Male,54,None,Stayed,
4195-PNGZS,"Two year","Bank transfer (automatic)",69,4001.41,Male,23,None,Stayed,
2792-LSHWX,Month-to-month,"Mailed check",1,126.46,Female,49,"Fiber Optic",Joined,
0233-FTHAV,"One year","Bank transfer (automatic)",60,5682.4,Female,24,"Fiber Optic",Stayed,
0484-FFVBJ,"One year","Bank transfer (automatic)",32,2507.59,Male,43,DSL,Stayed,
9443-JUBUO,"Two year","Credit card (automatic)",72,4558.85,Male,24,DSL,Stayed,
3896-ZVNET,"Two year","Mailed check",24,1069.51,Female,42,None,Stayed,
8498-XXGWA,Month-to-month,"Mailed check",65,4972.5,Female,63,DSL,Stayed,
1837-YQUCE,"Two year","Bank transfer (automatic)",70,4214.25,Female,54,DSL,Stayed,
1137-DGOWI,"One year","Bank transfer (automatic)",30,2718.8,Female,53,DSL,Stayed,
8851-RAGOV,Month-to-month,"Mailed check",25,1868.12,Female,25,DSL,Stayed,
5574-NXZIU,"Two year","Credit card (automatic)",63,7877.57,Male,36,"Fiber Optic",Stayed,
1453-RZFON,Month-to-month,"Mailed check",1,58.9,Female,39,Cable,Joined,
4077-HWUYD,"Two year","Bank transfer (automatic)",72,9675.07,Male,59,DSL,Stayed,
4350-ZTLPI,"One year","Bank transfer (automatic)",53,6672.2,Female,36,"Fiber Optic",Stayed,
2056-EVGZL,"One year","Credit card (automatic)",68,7926.34,Male,56,"Fiber Optic",Stayed,
4277-UDIEF,Month-to-month,"Bank transfer (automatic)",24,3020.17,Male,51,Cable,Stayed,
7601-DHFWZ,"Two year","Credit card (automatic)",48,2662.41,Female,54,None,Stayed,
8963-MQVYN,Month-to-month,"Electronic check",22,1437.19,Female,28,None,Stayed,
9631-RXVJM,"Two year","Mailed check",35,826.3,Male,33,None,Stayed,
7395-XWZOY,Month-to-month,"Credit card (automatic)",20,1165.55,Male,45,DSL,Stayed,
6013-BHCAW,"Two year","Bank transfer (automatic)",61,6986.71,Male,27,DSL,Stayed,
0178-CIIKR,Month-to-month,"Mailed check",3,66.07,Female,60,None,Joined,
0625-AFOHS,"Two year","Mailed check",29,1557.56,Female,40,None,Stayed,
9332-GYWLO,Month-to-month,"Electronic check",6,496.97,Female,23,DSL,Stayed,
4011-ARPHK,Month-to-month,"Mailed check",27,2061.12,Male,59,DSL,Stayed,
9398-MMQTO,Month-to-month,"Credit card (automatic)",3,395.5,Male,41,"Fiber Optic",Joined,
3761-FLYZI,Month-to-month,"Bank transfer (automatic)",65,10215.38,Female,69,"Fiber Optic",Stayed,
0523-VNGTF,Month-to-month,"Electronic check",52,2566.3,Female,78,DSL,Stayed,
5315-CKEQK,"One year","Electronic check",28,1593.68,Male,73,DSL,Stayed,
4295-YURET,"Two year","Credit card (automatic)",56,4556.43,Female,78,DSL,Stayed,
4948-WBBKL,Month-to-month,"Bank transfer (automatic)",36,4155.97,Female,80,"Fiber Optic",Stayed,
5985-BEHZK,"One year","Credit card (automatic)",72,9578.93,Female,78,"Fiber Optic",Stayed,
3312-ZWLGF,Month-to-month,"Electronic check",29,2720.5,Male,69,"Fiber Optic",Stayed,
7471-MQPOS,"One year","Bank transfer (automatic)",71,8433.46,Male,74,DSL,Stayed,
0329-GTIAJ,Month-to-month,"Electronic check",3,405.84,Female,40,"Fiber Optic",Churned,Price
6394-MFYNG,Month-to-month,"Bank transfer (automatic)",48,5370.42,Female,20,"Fiber Optic",Churned,Attitude
1452-KIOVK,Month-to-month,"Credit card (automatic)",22,2599.28,Male,42,"Fiber Optic",Stayed,
8865-TNMNX,"One year","Mailed check",10,737.4,Male,53,DSL,Stayed,
0557-ASKVU,"One year","Credit card (automatic)",18,1766.56,Female,43,Cable,Stayed,
5318-YKDPV,"Two year","Credit card (automatic)",43,5333.04,Male,62,DSL,Stayed,
6244-BESBM,"Two year","Credit card (automatic)",69,7501.08,Male,61,"Fiber Optic",Stayed,
4945-RVMTE,Month-to-month,"Bank transfer (automatic)",28,2737.61,Female,57,Cable,Stayed,
8096-LOIST,Month-to-month,"Electronic check",19,1857.58,Female,57,Cable,Stayed,
3778-FOAQW,"One year","Mailed check",24,1245.49,Female,33,None,Stayed,
3275-RHRNE,"One year","Credit card (automatic)",28,1682.05,Male,58,DSL,Stayed,
9624-EGDEQ,"Two year","Mailed check",37,2366.93,Female,49,None,Stayed,
9929-PLVPA,Month-to-month,"Credit card (automatic)",4,217.66,Female,51,None,Stayed,
7075-BNDVQ,Month-to-month,"Mailed check",4,185.75,Female,46,DSL,Stayed,
1474-JUWSM,"One year","Electronic check",58,5537.67,Female,24,Cable,Stayed,
3508-VLHCZ,"Two year","Credit card (automatic)",71,9200.46,Female,43,Cable,Stayed,
6479-VDGRK,"Two year","Bank transfer (automatic)",72,8730.56,Female,46,Cable,Stayed,
4227-OJHAL,"One year","Credit card (automatic)",68,6533.2,Female,47,DSL,Stayed,
5606-AMZBO,Month-to-month,"Credit card (automatic)",10,1145.45,Female,23,"Fiber Optic",Stayed,
1518-OMDIK,Month-to-month,"Credit card (automatic)",33,3062.77,Male,23,DSL,Stayed,
7550-WIQVA,"One year","Electronic check",50,7510.4,Male,34,"Fiber Optic",Stayed,
7608-RGIRO,"Two year","Mailed check",62,2501.72,Male,62,None,Stayed,
5906-DVAPM,"One year","Credit card (automatic)",55,6056.4,Female,27,DSL,Stayed,
8774-GSBUN,"Two year","Mailed check",72,2095.9,Male,40,None,Stayed,
7813-TKCVO,"One year","Mailed check",20,952.35,Female,23,None,Stayed,
6907-FLBER,Month-to-month,"Electronic check",1,98.32,Male,62,DSL,Joined,
8124-NZVGJ,"One year","Mailed check",6,255.6,Female,29,Cable,Stayed,
1976-AZZPJ,Month-to-month,"Mailed check",7,256.6,Male,47,DSL,Stayed,
5183-KLYEM,"Two year","Credit card (automatic)",72,10729.88,Female,30,"Fiber Optic",Stayed,
7718-RXDGG,Month-to-month,"Bank transfer (automatic)",15,1561.15,Male,54,"Fiber Optic",Stayed,
0254-WWRKD,"One year","Credit card (automatic)",67,6574.05,Female,44,Cable,Stayed,
9626-WEQRM,Month-to-month,"Mailed check",4,120.05,Female,53,DSL,Stayed,
5474-LAMUQ,"One year","Mailed check",24,1393.1,Male,56,None,Stayed,
3733-ZEECP,Month-to-month,"Electronic check",22,1846.92,Male,29,Cable,Stayed,
2710-WYVXG,"Two year","Mailed check",3,321.73,Female,36,DSL,Joined,
6439-PKTRR,"Two year","Electronic check",70,5905.65,Female,50,Cable,Stayed,
0023-UYUPN,"One year","Electronic check",50,2877.8,Female,79,None,Stayed,
1568-BEKZM,"Two year","Credit card (automatic)",70,7178.3,Male,65,DSL,Stayed,
5117-IFGPS,Month-to-month,"Electronic check",29,3423.5,Male,73,"Fiber Optic",Stayed,
1261-FWTTE,Month-to-month,"Bank transfer (automatic)",23,768.45,Male,78,Cable,Stayed,
4847-QNOKA,Month-to-month,"Bank transfer (automatic)",1,86.68,Female,30,DSL,Churned,Dissatisfaction
3751-KTZEL,Month-to-month,"Mailed check",1,35.05,Female,62,DSL,Churned,Competitor
2990-HWIML,Month-to-month,"Electronic check",6,860.82,Female,58,"Fiber Optic",Churned,Competitor
2928-HLDBA,Month-to-month,"Mailed check",6,159.07,Female,31,None,Stayed,
4648-YPBTM,"Two year","Bank transfer (automatic)",53,4304.87,Male,35,DSL,Stayed,
3363-DTIVD,"Two year","Electronic check",71,9181.92,Male,55,"Fiber Optic",Stayed,
7014-ZZXAW,"Two year","Credit card (automatic)",71,2315.86,Female,30,None,Stayed,
0297-RBCSG,"One year","Bank transfer (automatic)",19,2085.86,Male,61,DSL,Stayed,
3452-FLHYD,"One year","Bank transfer (automatic)",25,1122.15,Male,47,None,Stayed,
2851-MMUTZ,Month-to-month,"Mailed check",27,1474.72,Female,29,Cable,Stayed,
3030-YDNRM,Month-to-month,"Electronic check",8,665.09,Male,64,"Fiber Optic",Stayed,
8229-BUJHX,"Two year","Bank transfer (automatic)",71,2291.18,Female,60,None,Stayed,
2251-PYLPB,"Two year","Credit card (automatic)",72,9054.5,Male,34,Cable,Stayed,
8237-ULIXL,"Two year","Credit card (automatic)",72,2827.29,Female,21,None,Stayed,
3976-HXHCE,"Two year","Bank transfer (automatic)",72,4708.8,Male,57,None,Stayed,
2790-XUYMV,"One year","Credit card (automatic)",71,8293.14,Male,19,"Fiber Optic",Stayed,
3038-PQIUY,Month-to-month,"Bank transfer (automatic)",38,3287.72,Female,39,DSL,Stayed,
0491-KAPQG,Month-to-month,"Electronic check",21,2158.04,Male,28,"Fiber Optic",Stayed,
2139-FQHLM,Month-to-month,"Mailed check",19,1834.21,Male,49,"Fiber Optic",Stayed,
4495-LHSSK,Month-to-month,"Mailed check",18,1307.88,Female,25,DSL,Stayed,
2525-GVKQU,"Two year","Mailed check",60,3917.2,Female,60,None,Stayed,
3005-TYFRD,Month-to-month,"Credit card (automatic)",55,7527.95,Female,54,"Fiber Optic",Stayed,
0559-CKHUS,"Two year","Mailed check",29,1970.64,Female,44,None,Stayed,
2824-DXNKN,"Two year","Bank transfer (automatic)",72,7833.13,Female,26,Cable,Stayed,
7797-EJMDP,Month-to-month,"Bank transfer (automatic)",8,842.82,Female,34,DSL,Stayed,
8701-DGLVH,"Two year","Mailed check",51,3461.58,Male,36,None,Stayed,
0899-LIIBW,Month-to-month,"Electronic check",34,4668,Male,21,"Fiber Optic",Stayed,
2305-MRGLV,Month-to-month,"Bank transfer (automatic)",28,2678.88,Male,31,"Fiber Optic",Stayed,
8654-DHAOW,Month-to-month,"Mailed check",2,154.25,Female,47,DSL,Joined,
6332-FBZRI,"One year","Credit card (automatic)",67,7069.33,Male,39,DSL,Stayed,
5568-DMXZS,Month-to-month,"Electronic check",8,853.41,Female,36,Cable,Stayed,
5599-HVLTW,Month-to-month,"Bank transfer (automatic)",14,1128.15,Female,73,"Fiber Optic",Stayed,
2615-YVMYX,Month-to-month,"Electronic check",71,10025.44,Male,68,"Fiber Optic",Stayed,
7055-VKGDA,"One year","Credit card (automatic)",54,8342.32,Male,31,"Fiber Optic",Churned,Dissatisfaction
3685-YLCMQ,"One year","Electronic check",58,8645.72,Male,34,"Fiber Optic",Churned,Dissatisfaction
3016-KSVCP,Month-to-month,"Mailed check",29,1009.25,Male,47,DSL,Stayed,
5726-CVNYA,"Two year","Mailed check",8,283.32,Female,44,None,Stayed,
8268-YDIXR,"One year","Electronic check",56,7512.43,Male,45,"Fiber Optic",Stayed,
4821-WQOYN,"Two year","Credit card (automatic)",72,2913.85,Female,25,None,Stayed,
9432-RUVSL,"Two year","Credit card (automatic)",48,5818.17,Female,43,"Fiber Optic",Stayed,
4906-ZHGPK,"One year","Electronic check",54,6386.3,Male,49,DSL,Stayed,
8932-CZHRQ,"One year","Credit card (automatic)",68,6612.97,Male,40,DSL,Stayed,
8958-JPTRR,"One year","Electronic check",56,2449.46,Female,23,None,Stayed,
8563-OYMQY,Month-to-month,"Credit card (automatic)",17,2206.86,Male,49,"Fiber Optic",Stayed,
1169-SAOCL,"One year","Bank transfer (automatic)",49,6401.58,Male,45,"Fiber Optic",Stayed,
0197-PNKNK,"One year","Bank transfer (automatic)",69,8574.08,Female,47,"Fiber Optic",Stayed,
1229-RCALF,"One year","Electronic check",64,10368.31,Female,37,"Fiber Optic",Stayed,
1429-UYJSV,"One year","Mailed check",12,700.7,Female,57,None,Stayed,
5322-ZSMZY,"Two year","Mailed check",31,973.53,Male,26,None,Stayed,
4854-SSLTN,"Two year","Mailed check",2,215.6,Male,49,DSL,Joined,
6352-GIGGQ,"One year","Bank transfer (automatic)",67,8403.59,Male,19,DSL,Stayed,
7919-ZODZZ,"One year","Mailed check",10,1080.05,Female,32,DSL,Stayed,
5018-GWURO,Month-to-month,"Bank transfer (automatic)",56,7300.16,Female,25,"Fiber Optic",Stayed,
